zipcode,number
0,16
2,1
200,2
234,1
430,1
610,2
646,1
667,1
740,1
767,1
907,2
917,1
919,1
921,1
924,1
926,4
927,1
936,1
954,1
956,2
959,1
961,1
969,2
971,1
985,1
987,1
1001,1
1007,1
1014,1
1016,1
1033,1
1095,1
1106,1
1200,1
1202,1
1430,1
1460,1
1541,1
1543,1
1545,5
1581,1
1588,1
1590,1
1603,1
1604,1
1609,1
1701,1
1719,2
1720,8
1742,1
1748,1
1760,1
1772,1
1776,1
1810,2
1824,3
1845,1
1879,3
1886,1
1915,1
1944,1
1950,1
1971,1
2030,1
2048,1
2052,2
2053,1
2072,1
2101,1
2116,1
2120,1
2125,1
2130,1
2131,1
2135,4
2138,2
2140,1
2141,2
2142,1
2144,2
2170,1
2180,1
2184,1
2186,1
2420,3
2421,2
2445,1
2459,2
2460,1
2461,2
2465,1
2466,1
2467,2
2478,1
2492,1
2493,1
2631,1
2657,1
2667,1
2738,1
2800,1
2818,2
2831,1
2832,1
2835,1
2840,1
2852,1
2860,1
2879,1
2889,1
2891,1
3000,2
3001,3
3031,1
3049,2
3055,1
3060,1
3062,2
3063,1
3087,1
3100,1
3102,1
3217,1
3220,1
3245,1
3304,1
3400,2
3600,1
3824,1
3833,3
3908,1
4011,1
4015,1
4037,1
4043,1
4071,1
4105,1
4106,1
4116,1
4136,1
4210,1
4330,1
4401,1
4426,1
4456,1
4480,1
4536,1
4618,1
4694,1
4730,1
5001,1
5004,1
5005,3
5006,1
5400,1
5403,2
5410,1
5417,1
5452,1
5454,1
5468,1
5478,1
5565,1
5602,1
5647,1
5674,1
5707,1
5736,1
5819,2
6002,1
6010,1
6033,4
6074,1
6100,2
6110,1
6117,1
6120,1
6175,1
6246,1
6279,1
6290,1
6300,1
6339,1
6340,1
6355,2
6370,2
6385,1
6410,1
6413,2
6437,2
6440,1
6443,1
6450,1
6460,1
6461,1
6468,1
6473,1
6475,1
6500,3
6510,3
6512,1
6517,1
6520,2
6540,1
6550,3
6560,1
6565,1
6570,2
6611,2
6640,1
6660,1
6680,1
6790,1
6798,1
6804,2
6810,1
6820,1
6824,1
6830,1
6850,1
6855,1
6877,6
6880,4
6897,1
6903,2
6911,1
7002,1
7005,2
7006,1
7024,8
7029,1
7039,9
7040,3
7043,1
7045,2
7052,1
7054,3
7058,2
7059,2
7060,1
7078,1
7081,1
7082,1
7083,1
7090,1
7093,2
7095,1
7109,1
7204,1
7245,1
7275,1
7300,1
7310,1
7401,4
7405,1
7410,1
7417,1
7430,1
7450,1
7470,1
7481,3
7500,1
7512,1
7624,7
7626,1
7627,5
7628,1
7632,1
7640,2
7641,1
7645,1
7647,1
7648,2
7649,1
7650,4
7652,1
7660,1
7661,1
7670,2
7722,1
7726,2
7733,6
7738,1
7746,3
7748,1
7751,2
7753,1
7764,1
7830,1
7849,1
7852,1
7869,8
7871,1
7920,4
7922,1
7932,1
7933,1
7940,2
7945,1
7950,1
7960,2
7974,2
7976,1
8001,1
8003,6
8010,1
8012,1
8017,1
8024,1
8028,1
8029,1
8037,1
8043,1
8050,1
8051,1
8053,1
8054,1
8055,1
8056,1
8097,1
8232,1
8234,1
8502,3
8505,1
8510,1
8512,1
8520,2
8536,10
8540,10
8550,8
8600,2
8619,1
8701,1
8753,1
8807,1
8816,2
8817,2
8820,4
8824,1
8844,4
8852,1
8854,1
8857,1
8859,1
8869,1
8902,2
8903,1
8913,1
8918,1
9030,1
9063,1
9066,1
9077,1
9117,1
9139,1
9342,1
10000,5
10001,4
10002,10
10003,7
10004,5
10005,4
10006,9
10007,4
10008,17
10009,16
10010,9
10012,2
10014,1
10017,10
10023,1
10024,1
10028,1
10029,2
10036,3
10044,2
10050,1
10054,1
10055,1
10056,1
10064,1
10072,1
10074,1
10075,1
10077,1
10085,1
10087,1
10093,1
10100,1
10101,2
10110,6
10114,1
10120,1
10130,4
10150,2
10160,1
10170,1
10210,2
10220,4
10230,1
10234,1
10240,2
10250,8
10260,3
10305,1
10310,1
10312,1
10320,1
10330,1
10350,2
10366,1
10400,4
10462,1
10463,1
10469,1
10471,1
10488,1
10500,4
10506,1
10510,1
10514,1
10520,1
10530,1
10536,1
10540,1
10543,1
10566,1
10567,1
10576,1
10581,1
10583,2
10600,1
10606,1
10642,1
10653,2
10657,1
1065S,1
10665,1
10680,1
10700,3
10704,1
10720,2
10800,1
10900,1
10954,1
10956,1
10977,3
11000,13
11001,15
11002,7
11003,2
11004,5
11005,5
11006,5
11007,7
11008,5
11009,2
11010,1
11020,3
11021,1
11023,1
11024,1
11030,1
11040,4
11069,1
11070,1
11080,1
11084,1
11085,1
11102,1
11105,1
11111,2
11120,1
11140,1
11150,1
11159,1
11190,1
11195,1
11200,1
11203,1
11211,3
11214,1
11215,1
11217,1
11225,1
11226,1
11236,1
11248,1
11285,2
11300,1
11351,1
11354,1
11355,2
11356,2
11358,2
11361,3
11365,2
11366,1
11368,1
11372,1
11373,1
11374,1
11393,1
11413,1
11419,1
11421,2
11423,1
11440,1
11456,1
11500,1
11501,1
11507,1
11510,1
11520,3
11553,1
11557,1
11581,1
11590,2
11598,3
11600,2
11601,4
11602,1
11603,3
11610,4
11620,1
11630,2
11640,1
11645,1
11674,1
11687,1
11693,1
11694,1
11697,1
11700,2
11720,1
11725,1
11730,1
11741,1
11742,1
11743,1
11751,1
11756,1
11763,1
11769,1
11782,1
11790,1
11792,1
11797,1
11801,1
11803,2
11900,1
11946,1
11950,1
11960,1
12000,1
12011,1
12013,1
12020,1
12025,1
12043,1
12065,1
12089,1
12100,4
12110,1
12120,1
12127,1
12154,1
12159,1
12177,1
12200,8
12203,1
12220,1
12242,1
12260,2
12283,1
12300,1
12302,2
12309,1
12310,3
12311,1
12330,1
12400,1
12411,1
12419,1
12442,1
12508,1
12533,1
12538,1
12590,2
12603,1
12828,1
12840,1
12866,1
12950,1
13000,1
13016,1
13042,1
13057,2
13100,1
13104,2
13200,1
13209,1
13210,1
13215,1
13219,2
13278,1
13279,1
13291,1
13312,1
13340,1
134/7,1
13400,1
13410,2
13420,1
13470,1
13482,1
13487,1
13501,1
13508,1
13510,1
13511,4
13520,1
13523,2
13526,1
13527,3
13528,3
13550,1
13553,1
13577,2
13579,1
13580,2
13582,1
13583,2
13585,2
13588,1
13590,1
13595,1
13597,1
13603,1
13610,1
13650,1
13684,1
13685,1
13706,1
13707,2
13709,1
13727,1
13733,1
13777,3
13778,1
13780,1
13785,1
13786,1
13788,1
13790,1
13795,2
13805,2
13810,1
13820,1
13822,1
13824,1
13850,1
13860,1
13874,1
13876,1
13879,3
13887,1
13901,1
13905,1
13956,1
13969,1
13990,1
14000,5
14003,1
14019,1
14020,1
14051,1
14057,1
14085,1
14086,1
14089,1
14118,1
14123,1
14136,2
14150,1
14200,1
14204,2
14214,1
14220,1
14221,2
14226,1
14240,4
14250,1
14300,1
14322,1
14350,2
14358,1
14390,1
14414,2
14420,1
14428,2
14430,1
14450,4
14460,1
14487,2
14526,2
14534,2
14554,1
14561,1
14580,1
14623,1
14678,1
14738,1
14739,1
14781,1
14802,1
14803,1
14806,1
14819,1
14850,2
14867,1
15000,3
15001,2
15008,1
15009,4
15010,1
15014,1
15076,1
15085,1
15089,1
15090,1
15102,1
15108,1
15122,1
15143,1
15146,2
15150,1
15176,1
15179,1
15188,1
15200,1
15204,1
15220,1
15221,1
15227,1
15236,1
15238,1
15241,2
15243,2
15277,1
15288,1
15317,1
15417,1
15461,1
15500,1
15601,1
15602,1
15632,1
15650,1
15681,1
15701,1
15805,1
15807,4
15875,4
15882,1
15946,1
15977,1
16000,1
16001,4
16002,1
16005,1
16059,1
16130,1
16148,1
16365,1
16428,2
16506,1
16511,1
16538,1
16604,1
16668,1
16674,1
16801,1
17022,1
17032,1
17033,2
17036,2
17070,1
17102,1
17115,1
17201,1
17257,1
17325,1
17401,1
17412,1
17435,1
17456,1
17512,1
17543,1
17580,1
17837,1
17870,2
17901,1
18003,1
18017,1
18031,1
18040,1
18049,1
18069,1
18074,1
18088,1
18100,1
18103,1
18104,2
18120,1
18162,1
18301,1
18322,1
18326,1
18431,1
18436,1
18507,1
18708,1
18938,1
18942,1
18954,2
19008,1
19010,1
19025,1
19030,1
19038,1
19047,1
19063,1
19066,2
19067,1
19074,1
19087,1
19095,1
19096,1
19110,1
19111,2
19115,2
19119,1
19130,1
19131,2
19135,1
19139,1
19140,1
19149,1
19150,1
19152,1
19312,1
19335,2
19336,1
19341,1
19348,1
19357,1
19378,1
19380,2
19382,1
19390,1
19403,1
19406,1
19422,1
19446,1
19454,1
19465,1
19466,1
19500,1
19608,1
19638,1
19707,3
19709,1
19803,2
19809,1
19810,3
19922,1
20000,1
20001,1
20002,4
20003,10
20004,1
20005,12
20006,1
20007,5
20008,18
20009,3
20011,1
20012,8
20013,6
20014,1
20015,3
20016,1
20019,5
20020,2
20023,7
20027,1
20033,8
20036,1
20037,1
20043,6
20044,1
20081,1
20086,1
20100,4
20101,1
20110,14
20120,6
20121,1
20124,1
20130,9
20131,1
20141,2
20147,4
20148,1
20151,1
20152,2
20160,2
20161,2
20164,3
20170,3
20171,1
20180,1
20191,1
20249,1
20300,1
20447,1
20603,2
20632,1
20706,1
20712,1
20724,1
20735,1
20740,2
20744,2
20748,1
20759,1
20769,1
20772,1
20774,1
20782,1
20783,1
20784,1
20800,3
20801,1
20802,1
20814,1
20815,2
20817,1
20832,2
20833,1
20841,1
20850,2
20852,4
20854,13
20855,1
20866,1
20871,1
20874,5
20876,1
20878,17
20882,2
20886,2
20903,1
20904,3
20905,1
20906,1
20910,2
21000,14
21001,3
21002,3
21003,2
21014,1
21015,1
21029,3
21035,1
21042,1
21043,2
21044,2
21052,1
21070,1
21080,1
21093,3
21100,1
21104,1
21108,2
21110,2
21113,1
21114,1
21117,1
21128,1
21133,1
21154,1
21158,1
21200,2
21206,1
21212,1
21230,1
21234,1
21236,2
21244,1
21303,1
21320,1
21400,2
21422,1
21500,4
21502,1
21510,1
21530,1
21532,1
21540,1
21560,1
21601,1
21632,1
21677,1
21702,1
21704,1
21710,1
21711,1
21771,1
21784,1
21804,1
21815,1
21921,1
22003,6
22015,6
22030,3
22031,3
22032,1
22033,1
22041,1
22042,1
22043,3
22044,1
22063,1
22066,1
22072,1
22101,2
22102,6
22108,1
22120,1
22124,1
22130,1
22152,3
22153,2
22157,1
22181,3
22182,2
22191,1
22192,2
22193,1
22200,2
22201,3
22202,1
22203,3
22207,1
22209,2
22300,1
22304,1
22310,3
22314,3
22315,1
22352,1
22372,1
22407,1
22417,1
22420,2
22460,1
22500,3
22526,1
22551,1
22554,1
22560,1
22600,4
22601,3
22602,3
22644,1
22661,1
22795,1
22974,1
23000,2
23001,1
23002,1
23005,1
23006,2
23059,1
23061,1
23084,1
23113,1
23146,1
23147,1
23150,1
23220,1
23228,1
23231,1
23235,1
23322,2
23435,2
23444,1
23447,1
23455,1
23462,1
23527,1
23605,1
23661,1
23665,1
23693,1
23831,1
23878,1
23901,1
23922,1
24017,1
24018,1
24019,1
24060,3
24091,1
24100,3
24118,2
24141,1
24242,1
24249,1
24300,2
24400,1
24426,1
24503,1
24590,1
24630,1
24700,1
24800,4
24811,1
24836,1
24986,1
25000,3
25001,1
25002,1
25010,1
25100,1
25110,1
25177,1
25250,2
25271,1
25281,1
25330,1
25419,1
25436,1
25500,1
25548,1
25630,1
25640,1
25660,1
25700,1
25823,1
25932,1
2611C,1
2613E,1
26280,1
26293,1
26330,3
26400,2
26508,1
26537,1
26542,2
26600,2
26607,2
26610,1
26655,1
26783,1
26980,1
27000,1
27055,1
27101,2
27106,2
27200,1
27214,2
27278,1
27302,1
27403,1
27410,3
27502,1
27513,3
27514,2
27518,1
27519,3
27526,2
27529,1
27539,1
27560,1
27571,2
27587,1
27603,2
27604,2
27606,2
27609,1
27613,2
27615,2
27630,1
27695,1
27700,1
27707,3
27744,1
27750,2
27801,1
27812,1
27822,1
27863,1
27864,1
27942,1
27954,1
28002,1
28040,1
28079,1
28110,1
28115,1
28116,1
28164,1
28202,1
28207,1
28211,1
28215,1
28262,1
28270,2
28277,1
28312,1
28352,1
28383,1
28409,1
28472,1
28501,1
28655,1
28681,1
28715,1
28748,1
28756,1
28804,3
28843,1
29000,1
29016,1
29029,1
29065,1
29072,1
29150,2
29161,1
29209,1
29212,1
29223,1
29307,1
29369,1
29403,1
29414,1
29445,1
29464,1
29466,1
29556,1
29566,1
29575,1
29605,2
29615,1
29621,1
29631,1
29643,1
29650,1
29681,1
29683,1
29708,2
29803,1
29907,1
29994,1
30000,2
30002,2
30005,1
30007,2
30009,1
30012,1
30013,2
30014,1
30018,1
30019,4
30021,1
30022,5
30024,4
30031,1
30033,1
30034,1
30040,1
30043,2
30045,2
30047,3
30057,1
30062,4
30068,3
30071,1
30072,1
30075,1
30079,1
30082,1
30092,2
30094,2
30096,2
30097,2
30101,2
30121,1
30122,1
30152,1
30178,1
30180,1
30190,1
30200,3
30201,1
30202,2
30213,1
30214,1
30236,1
30248,1
30252,1
30268,1
30273,1
30285,1
30296,1
30306,1
30311,1
30316,1
30319,1
30329,2
30331,1
30338,1
30340,1
30341,3
30350,1
30458,1
30518,1
30519,1
30534,2
30540,1
30606,2
30677,1
30817,1
30844,1
30890,1
30961,1
30980,1
31000,5
31001,6
31005,1
31025,1
31069,1
31088,1
31100,2
31124,1
31140,2
31150,1
31200,1
31204,1
31211,1
31270,1
31300,1
31310,2
31311,2
31339,1
31405,1
31410,1
31411,1
31420,1
31510,1
31520,1
31530,1
31531,1
31540,3
31560,2
31579,1
31650,2
31700,1
31792,1
31800,1
31802,1
31803,1
31907,2
32068,1
32071,1
32082,1
32092,1
32097,2
32100,1
32102,1
32120,1
32174,2
32200,2
32208,1
32210,1
32216,1
32277,2
32304,1
32308,1
32309,2
32340,1
32344,1
32400,2
32500,2
32533,1
32543,1
32547,1
32560,1
32563,1
32605,1
32607,1
32641,1
32666,1
32712,1
32746,1
32751,1
32759,1
32800,1
32814,1
32817,1
32828,2
32836,1
32837,2
32903,2
32904,1
32905,1
32934,1
32952,1
32953,1
32968,1
33000,2
33002,1
33005,1
33021,2
33026,2
33029,2
33032,1
33053,1
33065,1
33071,1
33076,2
33102,1
33131,1
33145,1
33146,1
33149,2
33155,2
33156,2
33157,2
33168,1
33169,1
33173,1
33175,1
33178,1
33186,2
33187,1
33189,1
33196,1
33204,1
33312,1
33314,1
33322,1
33327,1
33328,1
33330,1
33331,1
33332,1
33400,2
33411,1
33414,2
33417,1
33418,1
33428,1
33433,1
33436,1
33455,1
33458,1
33483,1
33486,1
33496,1
33510,1
33511,1
33542,1
33543,1
33547,1
33548,1
33549,1
33556,4
33572,1
33580,1
33584,1
33596,1
33600,1
33613,1
33624,1
33625,1
33629,1
33647,1
33700,1
33704,1
33805,1
33812,1
33850,1
33912,1
33919,1
34000,1
34030,1
34100,2
34110,1
34135,1
34149,1
34158,1
34203,1
34209,1
34220,1
34223,1
34238,1
34241,1
34242,1
34285,1
34287,1
34326,1
34330,2
34335,1
34347,1
34349,1
34367,1
34380,1
34410,2
34450,1
34457,1
34639,1
34655,1
34689,1
34718,1
34728,1
34738,1
34747,1
34748,1
34762,1
34771,1
34779,1
34800,1
34841,1
34990,1
35000,4
35001,1
35020,2
35022,2
35125,1
35146,1
35170,1
35205,1
35216,1
35243,1
35244,1
35290,2
35310,1
35350,1
35401,1
35475,1
35500,1
35576,1
35749,1
35801,1
35803,1
36000,1
36022,2
36087,1
36100,4
36101,1
36102,1
36107,1
36110,1
36117,3
36230,1
36273,1
36908,1
36939,1
37000,1
37013,1
37027,5
37052,1
37066,1
37069,3
37075,1
37076,1
37122,1
37135,1
37203,1
37215,2
37220,1
37221,1
37311,1
37334,1
37363,1
37388,1
37404,1
37503,1
37601,1
37620,1
37660,1
37714,1
37743,1
37830,1
37874,1
37917,1
37922,1
37932,1
37934,1
38000,8
38003,1
38007,1
38017,8
38018,1
38020,1
38060,1
38104,1
38111,1
38117,1
38120,2
38138,3
38139,3
38202,3
38237,1
38240,1
38305,2
38379,1
38501,1
38506,1
38663,1
38668,1
39000,2
39002,1
39110,3
39208,1
39211,1
39320,1
39401,1
39500,1
39503,1
39666,2
39759,2
39760,1
40000,11
40001,7
40002,14
40003,7
40004,3
40005,19
40006,10
40007,8
40008,3
40009,3
40010,1
40026,1
40031,1
40059,2
40060,7
40070,4
40100,1
40111,1
40136,1
40150,2
40154,1
40160,1
40205,2
40212,1
40214,1
40218,1
40220,2
40222,1
40223,2
40229,1
40241,4
40242,1
40245,1
40299,1
40300,1
40347,1
40350,1
40351,1
40356,1
40360,1
40377,1
40383,2
40475,1
40502,1
40513,3
40514,1
40515,1
40520,1
40677,1
40679,1
40704,1
40861,1
41000,7
41001,2
41004,1
41007,1
41017,2
41020,1
41021,1
41030,1
41042,1
41075,3
41091,1
41100,7
41103,4
41110,1
41122,1
41132,1
41135,1
41156,1
41200,1
41227,1
41230,1
41261,1
41341,1
41411,1
41540,1
41564,1
41577,1
41600,1
41641,1
41800,1
41899,1
41980,1
42002,1
42003,3
42050,1
42071,1
42072,1
42083,1
42101,1
42104,1
42120,1
42150,1
42200,1
42256,1
42300,1
42303,1
42340,2
42347,1
42372,1
42420,3
42431,1
42529,1
42560,1
42579,1
42633,1
42700,1
42701,1
42705,1
42945,1
42976,1
43000,6
43001,1
43003,1
43005,1
43007,4
43010,1
43015,1
43016,3
43017,4
43026,1
43035,1
43054,2
43068,1
43072,1
43080,1
43081,4
43100,2
43107,1
43121,1
43130,1
43154,1
43160,1
43170,1
43201,1
43202,2
43209,4
43210,1
43214,1
43220,1
43221,4
43224,1
43232,1
43235,1
43300,1
43302,1
43400,1
43402,1
43420,1
43430,1
43437,1
43500,1
43504,1
43506,1
43515,1
43528,1
43537,1
43542,1
43551,2
43558,1
43560,1
43571,1
43605,1
43650,5
43674,1
43682,1
43688,1
43790,1
43834,1
43840,1
43850,1
43947,1
43952,1
43962,1
43995,1
44000,10
44002,2
44004,1
44017,1
44024,1
44026,1
44030,1
44044,1
44060,1
44070,2
44077,1
44081,1
44087,1
44092,1
44100,1
44105,1
44106,1
44107,1
44110,1
44116,3
44118,1
44119,1
44122,1
44124,2
44125,1
44132,1
44133,1
44136,1
44139,1
44141,1
44142,1
44146,1
44147,1
44207,1
44217,1
44224,1
44227,1
44234,1
44236,3
44256,2
44266,1
44281,1
44282,1
44300,1
44301,1
44319,1
44321,1
44373,1
44484,1
44511,1
44595,1
44601,1
44643,1
44646,2
44647,1
44691,2
44708,1
44721,1
44805,1
44839,1
44853,1
44857,1
44878,1
44890,2
44906,1
45000,3
45005,1
45011,2
45013,3
45014,1
45020,1
45030,1
45038,1
45039,1
45040,5
45042,1
45044,2
45056,1
45066,1
45069,6
45140,6
45148,1
45150,1
45174,2
45200,1
45208,3
45213,1
45215,3
45224,1
45227,1
45230,1
45231,1
45236,2
45237,2
45241,5
45242,5
45243,5
45244,1
45246,1
45247,2
45249,6
45251,1
45252,1
45255,2
45264,1
45300,1
45305,1
45315,1
45331,2
45346,1
45373,1
45419,1
45424,3
45429,1
45431,1
45434,1
45440,1
45458,1
45459,1
45498,1
45601,2
45611,1
45682,1
45701,1
45732,1
45822,1
45840,1
45891,1
46000,1
46004,1
46009,1
46010,1
46011,1
46012,1
46017,1
46020,1
46032,5
46033,3
46037,1
46038,1
46049,1
46050,1
46055,1
46062,2
46077,1
46100,1
46112,2
46113,1
46122,1
46123,1
46142,1
46143,3
46168,1
46201,1
46202,1
46218,1
46220,1
46224,2
46227,2
46228,1
46236,4
46239,1
46250,1
46254,1
46256,2
46260,2
46301,3
46304,1
46305,1
46306,1
46307,5
46308,1
46311,2
46320,1
46322,2
46323,1
46324,2
46342,1
46347,1
46350,3
46360,1
46366,1
46373,2
46375,3
46377,1
46381,1
46382,1
46383,3
46384,1
46385,3
46386,1
46392,3
46394,1
46400,1
46404,1
46410,1
46446,1
46514,1
46524,1
46530,2
46545,2
46555,1
46567,1
46580,1
46613,1
46614,3
46617,1
46633,1
46783,1
46803,1
46805,2
46815,1
46835,1
46845,3
46902,1
46952,1
46979,1
46997,1
47000,1
47006,1
47007,1
47013,1
47100,1
47120,1
47170,1
47201,2
47203,1
47274,2
47300,2
47301,1
47334,1
47355,1
47400,2
47401,5
47402,1
47424,1
47429,1
47500,2
47533,1
47546,1
47578,1
47600,1
47613,1
47629,1
47630,2
47710,1
47711,1
47714,1
47715,1
47720,2
47725,1
47802,2
47803,2
47810,2
47834,1
47901,1
47905,2
47906,2
47960,1
47978,1
47987,1
48000,1
48001,1
48006,1
48009,2
48021,1
48025,1
48033,1
48038,1
48042,1
48047,2
48060,1
48065,1
48070,1
48074,1
48076,2
48084,1
48085,1
48098,2
48103,1
48104,3
48105,3
48108,1
48116,1
48122,1
48127,1
48154,2
48162,1
48170,1
48174,1
48187,2
48198,1
48200,1
48202,1
48221,2
48225,1
48230,1
48240,1
48301,2
48302,2
48304,2
48306,3
48309,3
48310,1
48312,1
48315,2
48316,1
48322,1
48323,1
48324,1
48334,2
48335,1
48348,2
48350,1
48360,1
48374,3
48375,2
48393,1
48430,1
48442,1
48458,1
48640,1
48642,3
48657,1
48706,1
48732,1
48739,1
48800,1
48801,1
48823,3
48843,2
48854,1
48864,1
48910,1
48928,1
48960,2
49000,1
49004,1
49008,1
49009,1
49015,2
49017,1
49024,3
49053,1
49057,1
49064,1
49079,1
49085,1
49093,1
49224,1
49240,1
49242,1
49246,1
49267,1
49270,1
49301,3
49307,2
49315,1
49330,1
49355,1
49417,2
49418,1
49423,1
49424,5
49428,1
49454,1
49455,2
49461,1
49464,1
49500,1
49506,1
49507,1
49508,1
49512,1
49546,4
49601,1
49621,1
49726,1
49735,1
49770,1
49837,1
49849,1
49925,1
49931,1
50000,1
50001,4
50002,5
50003,15
50004,2
50005,1
50007,1
50014,3
50033,1
50036,2
50071,1
50112,1
50125,1
50131,2
50200,1
50203,1
50210,1
50263,3
50265,4
50273,1
50300,1
50310,2
50311,1
50315,1
50320,1
50322,3
50468,1
50480,1
50490,2
50520,1
50532,1
50563,1
50600,1
50613,5
50616,1
50624,1
50646,1
50659,1
50662,1
50678,1
50701,1
50702,2
50707,1
50973,1
51000,1
51003,1
51005,1
51009,1
51010,2
51011,1
51018,1
51023,1
51030,2
51036,1
51044,1
51050,1
51062,2
51063,1
51065,1
51072,1
51098,1
51140,2
51151,1
51200,1
51238,1
51301,1
51341,1
51500,1
51503,1
51504,1
51536,1
51617,1
51636,1
51668,1
51800,4
51802,2
51803,6
51804,3
51805,3
51806,4
51808,1
51810,1
51871,1
51900,1
51901,1
51902,1
52022,1
52025,1
52027,1
52031,1
52032,1
52041,1
52085,1
52100,3
52101,2
52117,1
52227,1
52240,1
52241,2
52245,5
52246,5
52249,1
52302,4
52314,2
52317,1
52322,1
52327,1
52402,4
52412,1
52423,1
52540,1
52601,2
52627,1
52637,1
52641,1
52653,1
52722,8
52732,1
52742,1
52756,1
52761,1
52763,1
52776,1
52800,3
52803,3
52807,1
52830,1
52879,1
52900,1
52970,1
52986,1
53000,2
53001,1
53005,2
53017,1
53018,1
53024,1
53027,1
53029,1
53038,1
53051,3
53063,1
53066,1
53072,1
53074,1
53080,1
53083,2
53092,1
53093,1
53094,1
53098,1
53100,1
53118,1
53121,2
53129,1
53142,2
53149,1
53154,1
53172,1
53179,1
53186,1
53188,1
53202,1
53209,1
53211,1
53213,1
53217,3
53224,1
53226,1
53228,1
53235,1
53300,1
53325,1
53340,1
53379,1
53402,1
53403,1
53511,1
53523,1
53527,1
53545,1
53558,1
53562,5
53572,1
53574,1
53575,1
53590,1
53593,2
53623,1
53703,1
53704,2
53711,1
53717,2
53807,1
